"","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"GEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01072780145373e-08,1.02857891093322e-08,1.04788362431663e-08,1.06627576768048e-08,1.08273883192567e-08,1.09760972533124e-08,1.11130001867465e-08,1.12484297432047e-08,1.13900455733784e-08,1.15391651789309e-08,1.16900958913035e-08,1.18358053358136e-08,1.1965972768202e-08,1.20728543828719e-08,1.21523456853012e-08,1.2207134636455e-08,1.22446897066197e-08,1.22764317600499e-08,1.23111714156465e-08,1.2351834999258e-08,1.23971357623986e-08,1.20685558213651e-08,1.44968386184274e-08,1.45354490665994e-08,1.45268511664298e-08,1.45354490665994e-08
"GHA",220939.449819764,635639.84065248,281924.849791505,283021.628048819,483148.310935232,121597.99948686,137194.767072161,253151.355331635,131484.350858311,188353.472796785,108839.075640326,240732.59442615,225514.231069419,221987.110634079,260819.930978835,223836.923719384,238082.279088352,149002.851680742,90741.2572601886,109362.265113532,75485.4206916778,48570.6060333444,1.68592836025105e-07,1.6427330884472e-07,1.60059548837133e-07,1.55948300828435e-07,1.51947556759069e-07,1.48104641661817e-07,1.44470130414298e-07,1.4106799783864e-07,1.37897724239444e-07,1.34930873585404e-07,1.32127851659725e-07,1.26943380363009e-07,1.24088790465215e-07,1.21344060244333e-07,1.18705796747776e-07
"GIN",258549.337349759,320833.158011364,168776.296986231,79438.8436536877,49496.3752334633,40516.9419667075,131456.505134321,64423.8912892109,68959.4157587681,141260.682317842,121125.591392689,37513.6312346941,82610.6965495531,43083.4728917406,19298.2185699229,223619.001446443,198475.533048271,176435.159947547,393328.875905263,229252.154541286,146239.873854699,55421.6225352185,33029.2734908177,4.42352872442875e-07,4.33266384658459e-07,1100.96231034546,4.12970636021193e-07,4.02252244291468e-07,2666.97419916496,3.8149042191904e-07,3.71732409298886e-07,1096.93014186859,3.53259745455858e-07,15.1340569053983,3.43141146608161e-07,3.34715065553048e-07,13574.2169498435
"GMB",978.757269481594,27387.934003146,20219.4283824271,3836.95203130842,24865.0827355311,20773.1030808952,3630.89526862383,1611.41796784562,832.620410246267,503.33524671225,2071.77894034067,2603.20740256818,10465.0929249961,4168.90001060666,1295.61035276286,141.279749759773,7249.94300675112,1675.2749074548,10107.7529901094,4787.49952974178,1491.41869848549,345.380433656748,309.234363531952,1.52645595352663e-06,1.4790487422589e-06,1.43337491675943e-06,1.38924921633254e-06,1.34648141703053e-06,1.30484825988653e-06,1.2642363741433e-06,1.22465008645101e-06,1.18618615907451e-06,1.14894477720728e-06,1.1078677530918e-06,1.07440188390484e-06,1.04229846131787e-06,1.01150093134716e-06
"GNB",43975.5886258248,30894.8202087785,76534.6609912797,7053.76121258889,22701.840621239,47922.8156893785,3645.3934261738,16778.0814854991,2155.59384376989,1806.11938153958,58460.6429801068,14432.2590183309,32625.334636483,6341.78544639212,6717.30861914564,1699.58776473168,4836.14537404832,5.2298183665922e-06,5557.9832888818,5.00401842506992e-06,1606.59488938537,1776.54002834927,17703.749452142,23041.1159349401,1764.65792462876,80.35731644317,4.29260941092746e-06,4.20040560411561e-06,4.10836225450684e-06,4.01587260556724e-06,3.9228976185246e-06,3.8301522691242e-06,3.73868977354697e-06,3.6921356170172e-06,6.21060784369057,3.5092187528063e-06,3.42327402380604e-06
"GNQ",NA,NA,NA,NA,7.26179060750454e-06,6.91927056972741e-06,6.66179424435587e-06,14312.9647720793,6.26812352622075e-06,6.07537794261592e-06,5.87779643712594e-06,5.68354473373667e-06,5.49433528174159e-06,5.31291472838369e-06,5.14064758261323e-06,4.97664791876407e-06,4.8193197061952e-06,4.66822538913725e-06,4.52295518493795e-06,4.38321128592989e-06,4.24863857628743e-06,4.11913757702997e-06,3.99486499380597e-06,3.87603158613636e-06,3.76260460688282e-06,3.65442758376577e-06,3.55100854887436e-06,3.45167599835605e-06,3.35567090525846e-06,3.26256388716306e-06,3.17220964396459e-06,3.08475058341529e-06,3.00032708966391e-06,2.01101688557248e-06,1.93237372836386e-06,1.85944289932127e-06,20.7688194135688
"GRC",3472.5,8542.5,59307.5,3000,3710,2625,4727.5,12750,1335,612.5,3427.5,8620,1257.5,407.5,280,15205,340,165,172.5,140,30,12.5,NA,2.5,305,NA,5,2.5,5,372.5,100,7.5,7.5,2.5,2.5,0,2420
"GRD",22.5,4282.5,670,27.5,17.5,50,15,10,5,15,5,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",8680,9980,6905,7680,5680,4125,1000,455,6032.5,22005,522.5,242.5,42.5,510,57.5,2.5,20,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0
"GUY",17.5,102.5,50,735,217.5,37.5,55,2292.5,27.5,2.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.5,0,0,0
"HND",14642.5,6115,2920,12570,16190,1507.5,3592.5,2887.5,15882.5,20900,237.5,145,32.5,7.5,0,10,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0
"HRV",NA,NA,NA,NA,NA,NA,NA,NA,NA,297.5,292.5,400,217.5,345,1742.5,297.5,600,1620,77.5,22.5,20,15,47.5,135,5,2.5,0,127.5,5,17.5,30,5,0,37.5,515,10,17.5
"HTI",6255,2660,2172.5,4202.5,5277.5,672.5,7825,587.5,1450,3535,NA,NA,NA,NA,NA,2.5,0,7.5,0,2480,397.5,0,0,0,0,0,0,0,0,0,0,0,0,295,0,NA,0
"HUN",26432.5,6302.5,310,245,50,42.5,75,2757.5,NA,72.5,40,35,82.5,27.5,10,30,60,57.5,2.5,2.5,50,0,0,0,5,2.5,0,0,2.5,0,12.5,5,2.5,0,0,0,90
"IDN",NA,NA,NA,NA,NA,NA,NA,NA,NA,892558.882050333,1084492.48773977,3586413.98867952,2696918.83670526,2192484.51346315,1565045.05710784,1437666.6498241,2199807.1419657,2307498.02896013,3295971.90908002,2142875.37220681,1888268.69328471,1404544.80389968,1386096.72185418,1720976.80845584,2297152.07768629,2437731.74520112,907548.64298432,791282.244631828,877198.649797049,1290556.50470223,939750.708335019,1276862.96347527,672503.678757487,949162.304069541,1146436.57203846,581158.307540429,660637.867722228
"IND",23487531.1561167,20427061.041753,19136674.3289376,24084247.6813274,22118325.4718776,20916038.6320583,27589435.5955827,20099028.4445886,19084212.2255106,12664161.9222821,12091216.9956822,11050070.4898282,9072218.73291978,8075449.8936785,6855005.63347221,7382884.24857647,9104991.08807182,8116901.63469435,7159823.80617527,7682707.87037669,8690449.12829182,8515450.69857089,8410362.1410206,8186690.08246196,8020824.22065052,8458951.2337594,7675373.31724878,7223255.50237403,7615571.84858842,6621070.07755122,5479788.0546715,3355912.12004702,2077698.63985553,9.29150234529885e-09,31645.0065358048,150167.313265999,8.97705720870334e-09
"IRL",2687.5,4742.5,15450,14312.5,24757.5,1127.5,502.5,2340,3120,1390,337.5,447.5,10820,3082.5,587.5,570,462.5,510,367.5,NA,602.5,607.5,1460,835,237.5,217.5,160,142.5,410,1107.5,712.5,267.5,0,105,10,NA,62.5
"IRN",432179.040201176,684925.40744133,742833.738588183,587792.440078376,313848.513972298,217251.749841713,233613.84482825,115039.817458365,49013.0396778345,19671.6402237898,11145.3901040083,3228.66775669119,407.587931555424,9.95126763214671e-08,9.81874859196097e-08,9.66332966978456e-08,9.4931167260448e-08,9.31866099840306e-08,9.15410043322851e-08,9.00795132929844e-08,3114.26723476887,9375.212947697,19717.6240921212,8.56223458800542e-08,8.46334102799773e-08,8.36506234280776e-08,8.26806861864426e-08,8.17115748397157e-08,8.07315342354897e-08,7.97347704528661e-08,7.87178230376995e-08,7.76876518671088e-08,7.66617511693823e-08,7.66617511693823e-08,7.54550689707756e-08,7.42857853008871e-08,7.31521880847907e-08
"IRQ",822988.730382407,388816.674541894,469065.724207715,469767.840567984,258365.089222177,122406.854860398,83961.4172136189,97416.67578815,112770.876535705,36472.9285155699,107140.08941646,224540.933973187,180900.016214985,112454.861476867,73741.6362811961,52.5495914679839,386.297069524364,82047.2827096243,88489.6236840641,40947.7073418091,34934.1478835562,17380.5753423294,250.149686587557,80329.9215100232,6.64541894068726e-07,6.48272943992723e-07,6.33013041984043e-07,9662.71165514229,48409.5999834994,5.87590296308171e-07,5.71447862918184e-07,5.55042335759204e-07,5.44421560499941e-07,5.19715279589938e-07,5.03748245006541e-07,4.89030568484594e-07,4.75333158389546e-07
"ISL",60,35,97.5,405,935,330,35,27.5,57.5,35,25,20,20,17.5,5,2.5,2.5,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,7.5
"ISR",570,19660,322.5,342.5,7512.5,4877.5,1095,485,72.5,575,2477.5,165,352.5,3887.5,55,47.5,30,20,35,90,47.5,5,310,290,5,22.5,1347.5,2327.5,12.5,57.5,175,527.5,125,7.5,200,20,105
"ITA",178097.5,46057.5,65927.5,192872.5,187600,53265,51567.5,230470,73035,13057.5,58645,162532.5,42225,15395,92827.5,81490,103135,10180,7270,3642.5,NA,23462.5,27455,1497.5,337.5,1097.5,802.5,4042.5,877.5,930,12972.5,0,0,4497.5,397.5,NA,10105
"JAM",13165,7037.5,2910,590,167.5,75,92.5,75,14315,9127.5,770,0,0,0,37.5,10,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,580,0,0,0
"JOR",2.10456966298622e-08,2.02142569349917e-08,1.93830945738327e-08,1.8601452933531e-08,1.78904511205502e-08,1.7262810625418e-08,1.66939106982511e-08,13123.644002697,7553.35402304371,3440.68420196254,1276.71286915406,1113.05646314107,4938.97497403381,3557.57509611271,1940.06170114613,1089.6763744449,29202.8720014339,1.0751377010898e-08,1.05946207362706e-08,1.04430663006028e-08,1.02969919257845e-08,1.01544630481953e-08,9.9903658679068e-09,9.77715230998655e-09,9.50240608421637e-09,9.1707537119845e-09,8.80274675374437e-09,8.42249481269874e-09,8.05445643514702e-09,7.71347918870902e-09,7.39651628833826e-09,7.10285552596446e-09,7.70816965811605e-09,5.65164481880487e-09,5.43568368094327e-09,5.26524013277907e-09,5.13144271518939e-09
"JPN",53677.5,16790,18202.5,30670,7025,15807.5,14680,7772.5,4382.5,8147.5,13630,NA,5005,NA,NA,4100,NA,2247.5,NA,56242.5,56380,84530,20715,21880,NA,1300,NA,27537.5,1852.5,1125,1085,570,572.5,2617.5,87.5,412.5,467.5
"KAZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,682.5,3562.5,1617.5,8242.5,4470,710,307.5,300,4837.5,3477.5,612.5,235,45,60,5510,40295,272.5,32.5,50,0,10,317.5,137.5,182.5,792.5,1315,305,5
"KEN",1116778.39626321,991437.725788862,1051949.40015067,715919.838464998,390509.64704393,125917.25039051,143292.268172047,211787.050168696,274508.943582902,245274.212263361,186949.615486619,194918.83352149,41904.6492385159,12997.5371303598,5768.47173637876,4446.82867639184,4585.90321841554,7603.63763410707,15426.1133315305,39663.8980093742,33276.7466929098,13788.2401982337,9.42659030833681e-08,9.17503267805486e-08,856.648717958307,3687.94704590983,4777.6626562226,2403.48983710754,2059.13934018734,7.81263621574269e-08,15.8733585613263,100.142556130657,7.20590878078298e-08,6.94435329240406e-08,1281.99845534055,6.59509529210567e-08,6.43077545658954e-08
"KGZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,2060,2037.5,9562.5,420,42.5,185,2495,5992.5,1195,40,42.5,5,15,20,132.5,67.5,100,40,2.5,0,555,0,2.5,0,44447.5,0,12.5
"KHM",306151.244602939,536010.366141466,97821.5784451086,291896.695267865,377734.138117754,122850.630607371,48535.2182073934,21730.805184796,31498.8561345832,12917.3101765077,5063.92960934011,4902.63866080394,2188.35504763591,139.074660788753,3.11747088366232e-07,148.617857304412,1820.74101113516,794.45011079583,28733.4613734151,42762.6394524652,13893.2500278037,2.6415748233255e-07,2.59561653725982e-07,2.55317336939065e-07,2.51359661973538e-07,2.47676344766745e-07,2.44212984723546e-07,2.40827940478638e-07,2.37359505050883e-07,2.33712661112939e-07,2.29857454403515e-07,2.25855783186901e-07,2.2181888237327e-07,2.19848892868413e-07,2.16351672133186e-07,2.12992480541629e-07,2.09758703628715e-07
"KIR",278.124357318074,191.470937949608,140.077155437296,3905.74284303696,5686.20812169639,155.053126964673,212.571139260035,572.220431148835,4876.44040700724,59.6906898861174,74.3553469215675,6824.68418636755,113.991774462477,609.789427138769,168.87833439743,93.2219575039604,44.2360830557772,783.575881022282,0.000370194276570479,0.000363886006341074,2.50717209423015,0.000351118160690556,0.000344801847731557,98.9822594676107,14.6956534994195,0.000327623253947196,15.9918796867369,0.000317678535809329,0.000312927564513621,0.000308218833443896,0.000303539586291257,0.000298914270124961,0.000294344388261036,0.000272744101210032,0.000268015685620404,0.000263358620048892,129.352111758
"KNA",130,345,1390,5,67.5,55,52.5,30,30,200,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",5767.5,16940,1737.5,5615,3207.5,4545,4700,3947.5,5985,8537.5,NA,NA,NA,19707.5,177.5,177.5,5,10,NA,81617.5,57650,155,82.5,27.5,17.5,70,485,5,42.5,285,105,5,267.5,4077.5,17.5,45,12.5
"KWT",11688.1568562099,6559.43010161059,20581.1578470058,8096.42930337951,30420.4997031416,5859.73917655521,3563.04901317437,702.245920256141,55.6087872128357,147.353718014595,397.824763020541,1985.77884749037,1620.18517089665,2703.83612547538,2.8797881042042e-06,2.88138491200129e-06,2.79199336161717e-06,2.65223403139725e-06,2.51192610400963e-06,2.39619398256785e-06,2.30621540553422e-06,2.23006946042936e-06,2.1582882415716e-06,2.07956780329255e-06,1.98914442062215e-06,1.88947438672926e-06,1.78780573989457e-06,1.69035059072176e-06,1.60264476989358e-06,1.5268524449219e-06,1.46180243754124e-06,1.40523215985677e-06,1.35597565598111e-06,1.20760405719622e-06,1.1605541534454e-06,1.12710856825515e-06,1.10423577504015e-06
"LAO",NA,NA,1.13079813290895e-07,1.1005474720438e-07,1926.35636000319,13590.9770530887,50667.6736714724,65774.775529219,87605.0199897803,77682.336322875,50848.1688571365,23086.5321853822,18967.9106058088,14379.0328308368,51940.0024118982,32150.5149719439,17441.9081985076,88577.1983847757,84478.4039601541,35654.9630056164,11079.0118760314,2520.62790737078,10344.2195525348,20336.6108409944,10964.6274226053,3842.15002263508,12683.267914463,6.41291123537613e-08,6.28109086964201e-08,6.15563527928131e-08,6.037077282528e-08,5.9239695260338e-08,5.81554864265144e-08,5.98651155314656e-08,5.90784386966803e-08,5.82533594695178e-08,5.74055966096054e-08
"LBN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18535333671188e-07,5.08490977657594e-07,5.02268845181675e-07,4.98739164078721e-07,4.95328406624473e-07,4.88629475769997e-07,4.76747586741766e-07,4.59393501461847e-07,4.38746695086145e-07,4.17998285207055e-07,4.00266470523825e-07,3.86885353864663e-07,3.78070245443674e-07,3.72591633324149e-07,3.68472829692656e-07,3.63194560315527e-07,3.55316058908706e-07,3.44444739286409e-07,3.31920270491004e-07,3.45270887103233e-07,2.75278058126105e-07,2.63601693140103e-07,2.56791248820498e-07,2.53595732524481e-07
"LBR",242187.583905178,177491.785219582,114516.771634554,154448.774697546,59549.9376915097,20951.4499381535,42988.0506027325,53532.8246244759,38744.8967265552,1662.76271702347,1765.1702113783,70268.8972544008,78628.685689138,16938.7102441291,6042.24138967362,35574.7665397516,63542.764284171,33199.7554458958,29374.9120217433,74670.0083143743,28232.6613098302,6788.26705998942,3539.72107130462,2319.70786883717,1.81936257237503e-06,1.75754616815738e-06,1.68893529506331e-06,1.61976316748191e-06,1.55672391799477e-06,44982.3526569427,12167.1813864356,1.41964437039288e-06,1.38537980542974e-06,1.35488134445083e-06,11432.5983717151,11789.9316005866,12888.678757885
"LBY",3925,2320,2490,6315,10482.5,2127.5,1002.5,790,517.5,2327.5,4237.5,9227.5,1832.5,2817.5,NA,NA,65,125,NA,NA,1582.5,9725,NA,6927.5,730,2.5,147.5,20,822.5,NA,NA,800,0,590,205,80,20
"LCA",335,5097.5,177.5,32.5,22.5,80,10,10,25,75,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0
"LKA",15580,33182.5,20427.5,33037.5,23495,15587.5,8770,6575,1950,10010,4740,1752.5,1395,1415,1020,395,487.5,442.5,6042.5,41317.5,772.5,347.5,162.5,87.5,7.5,0,110,82.5,52.5,197.5,150,127.5,5267.5,7652.5,3920,280,2.5
"LSO",19546.975629952,19117.983573185,14349.4580779289,14734.8257711387,18954.4527873652,11415.7667369838,5910.54710746873,3509.10630570316,2238.65254434322,2943.5633661379,3609.64967032234,2986.13349448816,862.349507903634,407.771624060743,142.101731195626,0.271843601361887,6.58613066870519,2.65687439648943e-06,304.961145377021,2.60732746970582e-06,2.58604674530094e-06,2.56686284783036e-06,2.54892362405723e-06,2.53124002580485e-06,2.51307305287884e-06,2.49420443287907e-06,2.47460187507986e-06,2.45400530241024e-06,2.43220891793516e-06,728.675840539248,223.056737323922,59.9596802591923,56.5402639419235,2.25548565391254e-06,2.2255528402404e-06,2.19608916851577e-06,2.16706353040053e-06
"LTU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.5,500,622.5,715,470,87.5,75,45,57.5,47.5,17.5,257.5,2.5,2.5,2.5,2.5,0,2.5,0,5,17.5,0,87.5,27.5,125,55,5
"LUX",535,607.5,52.5,87.5,155,67.5,382.5,45,30,40,2.5,120,10,2.5,2.5,62.5,2.5,NA,NA,0,NA,NA,2.5,0,NA,20,0,2.5,0,0,15,5,0,2.5,0,0,10
"LVA",NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,15,620,135,25,5,7.5,10,7.5,0,0,2.5,NA,NA,0,5,17.5,0,7.5,0,0,2.5,7.5,0,90,0,0,0
"MAR",1307857.98795294,577357.601487458,914265.994413273,181365.233730785,83350.0944977225,140850.819723646,259000.306447601,57930.0509559764,22195.0347076844,14457.5132502723,13967.2802991332,35699.4714712097,61030.6533857772,31688.5306504873,16594.8493266286,6401.17326578259,7445.05606890628,43611.5473995057,81206.6344277339,57374.1625517088,21108.0777580132,31069.9539331567,73335.3929230853,41977.72251774,2.86698758844572e-07,4295.62575916356,754.023790585032,41.8362343289612,2.76146949418354e-07,2.72954601143738e-07,2.69403710007055e-07,2.65578850799919e-07,2.61660462630431e-07,2.51672801598879e-07,2.48163892435649e-07,2.44833184948057e-07,2.41662825528621e-07
"MCO",30,0,0,0,0,0,0,0,0,0,NA,400,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.5
"MDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6127.1830046656,4278.87208203394,8652.76523818388,10683.9958524114,12951.5498702109,6185.85557229352,4000.97715458058,5947.21516350112,3276.66826380074,5719.39626204393,4847.63218334823,14069.6292373283,2.55952238181756e-07,2.60534482210417e-07,2.64745412925649e-07,2.68417534310395e-07,2.7155313220284e-07,2.74250957943423e-07,2.76718858382985e-07,2.79123887447774e-07,2.81494952014683e-07,2.83781509846648e-07,2.80223756088382e-07,2.80428857579729e-07,2.80609465996839e-07,2.80775998784399e-07,2.80953967979336e-07
"MDG",1302353.40352208,529461.109923666,674963.748141264,398862.370212458,416892.02594727,122405.141944909,48969.1855373147,57458.703454011,121053.084719242,61345.1848367599,19398.9786748482,4209.66941622643,6535.75619007949,28102.2797541609,34786.0885709428,22014.3593764973,41308.9734870017,54335.3085018676,154886.55000429,172818.151525778,55866.7322458065,35990.4854012008,361192.873973668,190534.703393334,2.43245286801752e-07,2.36323296154417e-07,2.29675643059757e-07,2.23269944421567e-07,2.17072521402351e-07,2.11060293242582e-07,2.05224676586013e-07,1.99563532476965e-07,1.94071152037623e-07,1.88600669193129e-07,1.83586535862368e-07,216.439835084417,1.73988915497247e-07
"MDV",NA,0.000308863396179082,0.000298097269958553,0.000287672859220711,4961.66166637031,0.000268351790274179,0.0002594235019443,0.000251045462890231,0.000243291426341496,0.000236175852510456,0.000229681743878496,0.000223735316933094,0.00021823090889761,17192.4683051341,13994.5298857833,0.000203389941039744,0.000198877436746514,0.000194606860844826,0.000190617689862949,0.000186921626761039,0.000183504098697274,27353.0788191381,0.000177271379524724,0.000174295348785436,3580.37806774855,0.000168356022186011,0.000165399212304962,0.000162446073645683,0.000159490203498258,0.000156535624777687,0.0001535792710885,0.000150639885375337,0.000147766778837877,0.00012714080594578,0.000124604443332732,0.000122118726153309,0.000116846711493368
"MEX",27840,15910,8420,12895,59565,24560,6940,9787.5,50952.5,171955,12692.5,1332.5,430,320,610,5,0,0,0,75,7.5,0,110,160,15,57.5,0,0,0,0,7.5,0,0,11280,0,0,0
"MHL",1.56116238136939e-06,1.49376031155501e-06,1.42697142002657e-06,1.36171529097062e-06,1.29900686285378e-06,1.23860676526366e-06,1.1814674645283e-06,1.13013665581363e-06,1.08700583612009e-06,1.05284727958121e-06,1.02719352157443e-06,1.00846772799201e-06,9.94944916121732e-07,9.84614730636935e-07,9.76063442403863e-07,9.6882687439237e-07,9.63054807678887e-07,9.58733766598385e-07,9.55972437988173e-07,9.54780795869858e-07,9.55037206096243e-07,9.56229488813243e-07,9.57590485684001e-07,9.58032722375712e-07,9.56762391202126e-07,9.53592120822577e-07,9.48559543356708e-07,9.41509926799533e-07,9.32411513110409e-07,9.21333976666716e-07,9.09103364143959e-07,9.09103364143959e-07,9.45910339722467e-07,9.4118955229483e-07,9.39484563922122e-07,9.38209871015339e-07,9.37132626388504e-07
"MKD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19978927834741e-06,29383.3692312613,163.904110759723,4.2554450743193e-06,48802.1390665314,6073.55176695934,4.15798793107491e-06,4.11431302960175e-06,4.07894265941344e-06,4.05332658692803e-06,4.03507099233646e-06,4.02261210308286e-06,4.01323508902873e-06,4.00494766161774e-06,3.99776142068209e-06,3.99238626125342e-06,3.98829833114789e-06,3.9849015901483e-06,3.98175873816964e-06,10897.6466204977,3.97540669605512e-06,3.97242018235211e-06,3.97242018235211e-06,3.98755735186995e-06,4.00281223922327e-06,4.01818236483997e-06
"MLI",144300.388153549,646824.090409126,286744.226081817,113506.911950595,301765.573606121,100227.072727491,82428.7256158557,79832.9923578697,54421.9745245991,10997.888048648,464726.696684844,248366.240180097,326765.795688818,92209.1058979235,47859.3847675535,317807.284515459,100284.728206014,287883.744708118,76086.8830693258,19835.961896964,55421.2569726418,1.72512170437678e-07,1.673293809068e-07,1.62222589916716e-07,1.5721891744036e-07,1.52317131685287e-07,1.47528398386498e-07,1.42894576393715e-07,1.3845790181044e-07,6450.73019822203,788.29089507984,1.26393280064363e-07,1.22692107584754e-07,1.10676693032552e-07,1.07476638033788e-07,1.04329464400976e-07,1.01250875461645e-07
"MLT",302.5,3825,1550,145,437.5,4610,115,42.5,42.5,15,20,107.5,7.5,20,67.5,40,12.5,7.5,2.5,5,5,17.5,10,10,15,2.5,5,2.5,2.5,0,7.5,0,0,0,5,0,0
"MMR",1654956.89406326,1537695.87770039,1151078.02478265,1012332.77649524,1000008.0694485,775118.701020241,1106910.65565299,855555.522590632,762921.470706949,1789120.48611819,882513.582505967,362739.047932327,514604.619196226,354479.587880508,225126.02113645,307816.150139857,195484.358139512,262892.162348963,155215.284270737,150463.333294026,496033.282214883,177001.009205214,139115.300790603,239571.92796791,84028.7967454469,127730.156406826,189350.573340302,37533.5017304201,39818.8088337274,21714.7963246281,659500.609604846,409414.202085139,168747.024059042,80475.7690349171,13894.4771473181,13293.6022987079,269973.775628093
"MNE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,12.5,12.5,0,0,0,NA,0,0
"MNG",3.44310690791882e-06,3.35740918677718e-06,3.27364585839263e-06,3.189889165367e-06,3.10557606886253e-06,3.02004792573918e-06,2.93533181927597e-06,2.85614605255446e-06,2.78771788220222e-06,2.7326530502858e-06,2.69103625483158e-06,2.66034431062323e-06,2.63718882376196e-06,2.6171889373483e-06,2.59720867434865e-06,2.57642854728513e-06,2.55533266690922e-06,2.53375095082831e-06,2.51180748600532e-06,2.48951687020771e-06,2.46668017300777e-06,2.44289206319248e-06,2.41779218268512e-06,2.39100833465677e-06,2.36237685891094e-06,2.33192392151693e-06,2.29995901646074e-06,2.26696789218384e-06,2.23355245543289e-06,2.20019417385142e-06,2.1670651869643e-06,2.13430527018499e-06,2.10228854091721e-06,2.04130065395436e-06,2.00497062030625e-06,1.97151184788691e-06,1.94058392177787e-06
"MOZ",427716.908190122,283714.235542637,276841.482025064,296529.221963578,403167.032848979,390739.504265618,306694.361992426,288501.911153119,600940.810913857,442791.64647898,145405.357444397,81369.048625867,123657.857715929,220779.66083829,107363.284033319,210929.326362306,374450.298143575,379747.731330087,127530.933984503,164856.023436106,162119.942030887,162718.632655661,229244.786687325,217759.472481652,298617.833904292,2.0841787640169e-07,2482.18716984381,5211.84987367146,1.92593552772458e-07,29142.3895884455,18602.5395933259,1.78514951376663e-07,1330.02169941728,29.9608351145298,4876.08908026732,2281.71033823642,10.1815967858508
"MRT",59773.5637903621,39449.3973380314,113502.589717561,70517.8808103495,101867.456772572,34534.0312883753,14643.0343193213,3851.91833717755,23256.2615615191,9928.2726710785,21740.5494056524,26036.4953403279,30784.1230804217,15327.757790096,3029.57851518505,1.04740939033121e-06,87.1291960293339,1973.63461754728,24523.7380603535,335.803355361699,5953.06765554503,2322.17398924145,12401.4734089838,24658.445009742,8.0026605120409e-07,7.77637878757176e-07,7.56078174624086e-07,7.35565627518753e-07,166.584571053749,2140.43170474724,1360.43427985181,6.63244176912769e-07,6.47261209407723e-07,6.19541838497994e-07,6.01999810667664e-07,5.85388973295409e-07,5.69607177203224e-07
"MUS",393.426296934901,871.361386460621,1306.20838114252,1776.31211598474,2144.05344825108,2477.04076113556,2849.43451427813,3167.12904324129,3367.35406001808,3621.99973939933,3654.9684886165,3746.07306716999,3824.76528259552,3877.35347453166,3859.10357248548,4299.64405315559,4276.4286275925,4287.18916671419,4376.25030600909,4392.8368727129,4313.51376338022,4328.32577699173,4039.74130897778,3756.89070613943,3528.75078399375,3314.28564832295,3127.86288052669,2950.67395556598,2790.89111688965,2641.20660488531,2504.63068567291,2378.54956954311,2178.93301604231,2142.39698078267,2049.58064160342,1971.02178283719,1899.1538098971
"MWI",2.49363762638843e-07,425.11087643857,37089.111261075,46307.4305991733,73054.597353753,71140.8437794272,64890.2440924713,46326.957478501,42106.2866212525,16693.3644681047,6400.67060418889,3360.79500579617,414.351216797602,1.62094171640703e-07,1.60266833804101e-07,1.57279583246073e-07,1.53486101717171e-07,1.49241335956063e-07,1.45006051832652e-07,1.4105107348783e-07,1.37390205656729e-07,1.33892755438403e-07,1.30479878124312e-07,1.27050490461578e-07,1.23554395492498e-07,1.20000374304041e-07,1.16445775466545e-07,1.12949908537274e-07,1.09577448226261e-07,1.06363509999596e-07,1.0330946087489e-07,1.00393606650151e-07,9.75952734183494e-08,9.35569957061233e-08,9.08697460610952e-08,8.8268114151191e-08,8.57534255827019e-08
"MYS",14225,23170,23282.5,20367.5,12907.5,11747.5,13572.5,5760,2567.5,1407.5,687.5,907.5,1355,865,1635,1150,1567.5,1207.5,6440,15467.5,5495,1020,1580,14322.5,3517.5,1410,985,835,382.5,182.5,3922.5,4670,487.5,11372.5,3295,3922.5,4272.5
